"","name","Base Currency","ISIN","secid","Global Broad Category Group","Morningstar Category","Firm Investment Objective","Strategy Name","Domicile","Fund Legal Structure","Firm Name","Branding Name","Inception Date","Obsolete Date","Status","Manager Name","Manager History","Manager Tenure (Longest)","Manager Tenure (Average)","Primary Prospectus Benchmark","Net Assets Date","Net Assets - Share Class USD","Fund Size Date","Fund Size USD","Portfolio Date","Turnover Ratio % Date","Turnover Ratio %","...28","Gender","Start Date for Managed Investment","Lockup Months","Minimum Investment (Base Currency)","Minimum Initial Unit","Uses Leverage","Avg Leverage","Management Fee","Max Management Fee","Performance Fee","Performance Fee Note","Redemption Fee","Hurdle Rate","High Watermark","Beta Hedge Extent"
"161","CAA Partners LP","US Dollar",NA,"FOUSA0863A","Alternative","HF U.S. Long/Short Equity",NA,"Equity Long/Short-o","United States","Partnership (3C1)","Llenroc Capital LLC",NA,2006-09-01,2013-04-01,0,NA,"[2006-09-08 -- 2013-04-01] David S. Post;[2007-08-01 -- 2013-04-01] Michael Tannenbaum;",NA,NA,"S&P 500 130/30 Strategy TR",2013-03-31,3180232,NA,NA,2009-12-31,2009-12-31,50,NA,NA,NA,0,250000,"Monetary",NA,NA,1,NA,20,NA,NA,0,"Yes",NA
"162","Gerbino Gold Group LLC","US Dollar",NA,"FHUSA04EO6","Alternative","HF U.S. Long/Short Equity",NA,"Unclassified","United States","Limited Liability Company","Kenneth Gerbino & Co","Kenneth Gerbino",1996-06-03,2019-11-29,0,NA,"[1996-06-03 -- 2019-11-29] Kenneth J. Gerbino",NA,NA,"S&P 500 TR USD",2019-05-31,278312,NA,NA,2006-12-31,2006-12-31,100,NA,NA,NA,12,1e+05,"Monetary","Yes",0,2.5,2.5,20,"Incentive Fees are subject to high water mark",NA,NA,"Yes",NA
"163","Gottex Tiger Fund Limited (USD)","US Dollar","KYG399961062","FHUSA04I6R","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Tiger-o","Cayman Islands","Exempted Limited Partnership","Gottex Fund Management","Gottex Fund Management",2006-03-09,2014-01-01,0,NA,"[2006-03-09 -- 2010-12-31] James Singh;[2010-12-01 -- 2014-01-01] Ted Wong;",NA,NA,"MSCI Pacific PR USD",2011-12-31,53122328,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+05,"Monetary","No",0,1,1.5,10,NA,3,0,"Yes",NA
"164","Haberman Value Fund","US Dollar",NA,"FHUSA04CZ3","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","Haberman Value Fund LP",NA,1992-03-01,2010-05-21,0,NA,"[1992-03-01 -- 2010-05-21] Ross Haberman",NA,NA,"Russell 2000 Value TR USD",2009-10-31,2.8e+07,NA,NA,NA,NA,NA,NA,NA,NA,12,2e+05,"Monetary","Yes",0,1,1,20,NA,NA,NA,"Yes",NA
"165","Cameron Absolute Return Equity L/S","US Dollar",NA,"FOUSA08ZB1","Alternative","HF Equity Market Neutral","The Company anticipates becoming a $1 billion AUM manager, predicated on durable relative performance in the small cap core product, and the innovation of future products in other asset classes by leveraging its proprietary investment platform. The Company began marketing to institutional fund of funds in 2008 with the goal of rapidly attaining $150 million in assets in its small cap product. Additionally, the Company anticipates using its proprietary technology platform to launch additional products in the next several years.","Cameron Absolute Return-o","United States","Partnership (3C1)","Cameron Capital Management LLC","Camercon",2008-10-01,2011-10-24,0,"Denean Williams;Chris Martin;","[2008-10-01 -- ] Denean Williams;[2008-10-01 -- ] Chris Martin;",11.92,11.92,"S&P 500 Composite PR USD",2011-03-31,2.6e+07,NA,NA,2008-12-31,2008-12-31,300,NA,NA,2008-10-01,NA,1e+06,"Monetary",NA,NA,2,NA,20,NA,NA,NA,"Yes",NA
"166","Healy Circle Partners LP","US Dollar",NA,"FHUSA04BO4","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","Healy Circle Capital Management LLC",NA,2001-06-01,2010-12-20,0,NA,"[2001-06-01 -- 2010-12-20] Marc Sulam;[2001-06-01 -- 2010-12-20] Don Sulam;",NA,NA,NA,2010-05-31,41600000,NA,NA,2006-12-31,NA,NA,NA,NA,NA,12,1e+06,"Monetary","Yes",0,1,1,20,NA,NA,NA,"Yes",NA
"167","Capital Moving & Storage LP","US Dollar",NA,"FHUSA04C63","Equity","HF Long-Only Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","Brimberg Brothers LLC","Brimberg Brothers",2004-12-31,2016-11-28,0,NA,"[2004-12-31 -- 2016-11-28] Barnett J. Brimberg",NA,NA,"S&P 500 Composite PR USD",2015-11-30,1400000,NA,NA,NA,NA,NA,NA,NA,NA,24,750000,"Monetary",NA,NA,0,NA,25,"After 6% annual return",0,6,"Yes",NA
"168","HedgENERGY Master Fund LP","US Dollar",NA,"FHUSA04H79","Alternative","HF U.S. Long/Short Equity",NA,"Global Equity-o","Cayman Islands","Partnership (3C1)","Moncrief Willingham Energy Advisers LP",NA,2003-11-24,2015-08-31,0,"Burton J. Willingham;Lee Moncrief;","[2003-10-31 -- ] Burton J. Willingham;[2003-10-31 -- ] Lee Moncrief;",16.92,16.92,NA,2008-11-30,3e+07,NA,NA,2008-12-31,2008-12-31,100,NA,NA,2003-10-31,12,1e+06,"Monetary","Yes",0,1,1,20,NA,NA,NA,"Yes","Partial"
"169","Capital Returns, LP","US Dollar",NA,"FHUSA04G5X","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C7)","Capital Returns Management LLC","Capital Returns Management",2003-07-01,2017-02-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Monetary",NA,NA,1.5,NA,20,NA,0,NA,"Yes",NA
"170","CapitalWorks Lakefront Part.","US Dollar",NA,"FOUSA06HVE","Alternative","HF U.S. Long/Short Equity",NA,"Equity Arb-o","United States","Partnership (3C1)","CapitalWorks LLC",NA,2005-02-28,2011-11-30,0,NA,"[2005-02-28 -- 2011-11-30] Edward Matuszak",NA,NA,"S&P 500 TR USD",2011-11-30,5.2e+07,NA,NA,NA,NA,NA,NA,NA,NA,3,250000,"Monetary",NA,NA,NA,NA,20,NA,NA,NA,"Yes",NA
"171","CastleRock Partners LP","US Dollar",NA,"FHUSA04AN7","Alternative","HF U.S. Long/Short Equity",NA,"Long/Short with a long bias-o","United States","Partnership (3C7)","CastleRock Asset Management",NA,1993-06-01,2012-01-31,0,NA,"[1993-06-01 -- 2012-01-31] Paul P. Tanico;[1998-01-01 -- 2012-01-31] Ellen H. Adams;[1995-06-02 -- 2012-01-31] Daniel B. Sheridan;",NA,NA,NA,2011-06-30,3.07e+08,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+06,"Monetary",NA,NA,1,NA,20,NA,0,NA,"Yes",NA
"172","Catamount Partners II, LP","US Dollar",NA,"F00000GXGQ","Alternative","HF U.S. Long/Short Equity",NA,"Value-Oriented, Long/Short Equity-o","United States","Partnership (3C1)","Catamount Capital Management","Catamount",2004-01-02,2012-01-31,0,NA,"[2004-01-02 -- 2012-01-31] Geoffrey Johnson",NA,NA,NA,2012-01-31,11646556,NA,NA,NA,NA,NA,NA,NA,NA,3,250000,"Monetary",NA,NA,1,NA,20,NA,0,NA,"Yes",NA
"173","Catamount Partners, LP","US Dollar",NA,"F00000GXGO","Alternative","HF U.S. Long/Short Equity",NA,"Value-Oriented, Long/Short Equity-o","United States","Partnership (3C1)","Catamount Capital Management","Catamount",2003-01-02,2012-01-31,0,NA,"[2003-01-02 -- 2012-01-31] Geoffrey Johnson",NA,NA,NA,2012-01-31,20045757,NA,NA,NA,NA,NA,NA,NA,NA,3,250000,"Monetary",NA,NA,1,NA,20,NA,0,NA,"Yes",NA
"174","Henderson Asia Pacific Abs Ret USD A","US Dollar","KYG7586V1014","FHUSA04AOQ","Alternative","HF Asia/Pacific Long/Short Equity",NA,"Developed Asia Equity - Asia Pacific-o","Cayman Islands","Limited Liability Company","Janus Henderson Investors Ltd","Janus Henderson",2000-11-03,2013-06-28,0,NA,"[2000-11-03 -- 2013-06-30] John Crawford;[2009-06-01 -- 2013-06-30] Andrew Mattock;[2000-11-03 -- 2013-06-30] Heather Manners;",NA,NA,"MSCI Pacific ex Japan PR USD",2012-08-31,251400000,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+05,"Monetary","Yes",0,1.25,1.25,20,NA,NA,0,"Yes",NA
"175","Hollis Capital Partners LP","US Dollar",NA,"FHUSA04ECI","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Unstructured Hedge Fund","Hollis Capital Management Inc",NA,1992-10-01,2015-12-31,0,NA,"[1992-10-01 -- 2015-12-31] Norman Cerk;[1992-10-01 -- 2015-12-31] Paul Siegel;",NA,NA,"S&P 500 PR",2014-12-31,41144323,NA,NA,NA,NA,NA,NA,NA,NA,0,5e+05,"Monetary","Yes",0,1,1,20,NA,NA,0,"Yes",NA
"176","Ibis Capital LP","US Dollar",NA,"FHUSA04AYO","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","Cayman Islands","Partnership (3C1)","Ibis Management, LLC",NA,2000-05-01,2011-02-23,0,NA,"[2000-05-01 -- 2011-02-23] Joseph J. D'Ambrosio",NA,NA,"NASDAQ Composite PR USD",2010-12-31,2.2e+07,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+06,"Monetary","Yes",0,1,1,20,NA,NA,NA,"Yes","Partial"
"177","ICMC Global Core Value Fund LP","US Dollar",NA,"FHUSA04EGP","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","United States","Exempted Limited Partnership","International Capital Management Corp","International Capital Management",1997-08-31,2010-07-27,0,NA,"[1997-08-31 -- 2010-07-27] Ralph Heffelman",NA,NA,NA,2009-12-31,1909140,NA,NA,2006-12-31,2006-12-31,70,NA,NA,NA,12,1e+05,"Monetary","Yes",0,1,1,25,"Paid only on return that exceeds benchmark",NA,NA,"Yes","Partial"
"178","ICMC Strategic Asset Fund LP","US Dollar",NA,"FHUSA04EGR","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Strategic","United States","Exempted Limited Partnership","International Capital Management Corp","International Capital Management",1993-12-31,NA,1,"Ralph Heffelman","[1993-12-31 -- ] Ralph Heffelman",26.75,26.75,NA,2016-12-31,12296326,2020-08-31,7729144,NA,2006-12-31,10,NA,NA,1993-12-31,3,5e+05,"Monetary","Yes",0,1.5,1.5,0,NA,NA,NA,"Yes",NA
"179","ICMC Tactical Return Fund, L.P.","US Dollar",NA,"FOUSA05L5Q","Alternative","HF U.S. Long/Short Equity",NA,"Fund of Funds - U.S. Equity-o","United States","Exempted Limited Partnership","International Capital Management Corp","International Capital Management",2000-07-31,2015-12-31,0,NA,"[2000-07-31 -- 2015-12-31] Ralph Heffelman",NA,NA,NA,2015-05-31,1463218,NA,NA,NA,2006-12-31,200,NA,NA,NA,3,1e+05,"Monetary","Yes",0,1,1,15,NA,0,NA,"Yes","Partial"
"180","CCM Partners LP","US Dollar",NA,"FHUSA04BPA","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds","United States","Partnership (3C1)","Conrad Capital Management","Conrad Capital Management",2002-06-01,2020-07-31,0,NA,"[2002-06-01 -- 2020-07-31] Don Conrad",NA,NA,"Russell 2000 Growth TR USD",2020-06-30,8321422,2020-06-30,8321422,NA,NA,NA,NA,NA,NA,12,250000,"Monetary","No",NA,1,1,10,NA,NA,0,"Yes",NA
"181","Intrinsic Edge Partners LP","US Dollar",NA,"FHUSA04EH0","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Equity","United States","Partnership (3C1)","Intrinsic Edge Capital Management, LLC","Intrinsic Holdings",1999-11-01,NA,1,"Mark D. Coe;Andrew B. Corral;","[1999-11-01 -- ] Mark D. Coe;[2016-01-01 -- ] Andrew B. Corral;",20.83,12.75,NA,2020-07-31,2.9e+07,2020-07-31,2.9e+07,2006-12-31,NA,NA,NA,NA,1999-11-01,12,5e+05,"Monetary","No",0,2,1.5,20,NA,NA,0,"Yes",NA
"182","CCM S&P 500 Long Short","US Dollar",NA,"FOUSA0883N","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Limited Liability Company","Comprehensive Capital Management Inc","Comprehensive Group",2004-07-30,2014-12-31,0,NA,"[2004-07-30 -- 2014-08-15] Scott Daly",NA,NA,NA,2014-08-31,1e+07,NA,NA,2009-12-31,2009-12-31,100,NA,NA,NA,0,25000,"Shares",NA,NA,2.5,NA,0,NA,NA,NA,"No",NA
"183","CCM U.S. Equity Long/Short","US Dollar",NA,"FOUSA08WX2","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Managed Account","Comprehensive Capital Management Inc","Comprehensive Group",2008-07-01,2014-12-31,0,NA,NA,NA,NA,"S&P 500 Composite PR USD",2014-08-31,1e+07,NA,NA,2008-12-31,2008-12-31,100,NA,NA,NA,0,NA,NA,NA,NA,2.5,NA,0,NA,NA,0,"No",NA
"184","CCM Vision Fund, LLC","US Dollar",NA,"FOUSA06M1X","Alternative","HF U.S. Long/Short Equity","CCM has deep growth style investing expertise and has developed a unique and comprehensive research and investment framework that it believes is a competitive advantage in the construction of its portfolios. The firm is dedicated to generating outstanding investment performance and building long-term partner relationships.","US Equity - L/S-o","United States","Limited Liability Company","Cupps Capital Management LLC","Cupps Capital",2000-09-01,2011-10-12,0,NA,"[2000-09-01 -- 2011-10-12] Andrew Scott Cupps",NA,NA,"NASDAQ Composite PR USD",2011-06-30,3917000,NA,NA,NA,NA,NA,NA,NA,NA,12,250000,"Monetary","No",NA,1,1,20,NA,NA,NA,"Yes",NA
"185","Intrinsic Edge Plus, L.P.","US Dollar",NA,"FOUSA05L5X","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Small Cap Equity","United States","Partnership (3C7)","Intrinsic Edge Capital Management, LLC","Intrinsic Holdings",2006-01-01,NA,1,"Mark D. Coe;Andrew B. Corral;","[2006-01-01 -- ] Mark D. Coe;[2016-01-01 -- ] Andrew B. Corral;",14.67,9.67,NA,2020-07-31,1.99e+08,2020-07-31,1.99e+08,NA,NA,NA,NA,NA,2006-01-01,12,5e+05,"Monetary","No",0,2,NA,20,NA,NA,NA,"Yes",NA
"186","CDK Long/Short Equity Fund","US Dollar",NA,"FHUSA04GZO","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Global L/S-o","Bermuda","Unstructured Hedge Fund","Brown Advisory (US)","Brown Advisory",2005-05-01,2011-07-27,0,NA,NA,NA,NA,"S&P 500 TR USD",2008-01-31,0,NA,NA,NA,2006-12-31,10,NA,NA,NA,0,250000,"Monetary","No",NA,1,1,10,NA,3,NA,"Yes",NA
"187","iVim Asia Opportunities Fund","US Dollar",NA,"FHUSA04EHP","Equity","HF Emerging Markets Long-Only Equity",NA,"Emerging Market Equity","Cayman Islands","Open Ended Investment Company","iVenture Investment Management BVI Ltd","iVenture Investment Management BVI",2000-11-20,NA,1,"Nerissa Lee","[2000-11-20 -- ] Nerissa Lee",19.83,19.83,"MSCI AC Far East Ex Japan PR USD",2020-08-31,7533204,2020-08-31,7533204,NA,2006-12-31,400,NA,"Female",2000-11-20,0,2e+05,"Monetary","Yes",0,1,1,10,NA,0.5,0,"No",NA
"188","Cedar Street Market Neutral Strategy","US Dollar",NA,"FOUSA06J9Y","Alternative","HF Equity Market Neutral",NA,"U.S. Small Cap Equity","United States","Partnership (3C1)","SG Capital Management, LLC","SG Capital Management",2006-06-01,NA,1,"Kenneth Grossman;Glen Schneider;","[2006-06-01 -- ] Kenneth Grossman;[2006-06-01 -- ] Glen Schneider;",14.25,14.25,NA,2020-06-30,44683414,2020-08-31,45213882,2010-12-31,2010-12-31,400,NA,NA,2006-06-01,3,250000,"Monetary","Yes",NA,1.5,1.5,20,NA,0,0,"Yes","Partial"
"189","CF Special Situations Fund","US Dollar",NA,"FOUSA0906M","Alternative","HF U.S. Long/Short Equity",NA,"Hedged Distressed-o","United States","Partnership (3C1)","Clutterbuck Advisors",NA,2006-05-02,2010-08-30,0,NA,NA,NA,NA,NA,2010-01-31,1e+08,NA,NA,2008-12-31,NA,NA,NA,NA,NA,12,1e+06,"Monetary",NA,NA,2,NA,20,NA,NA,NA,"Yes",NA
"190","ChinaFund Cayman Ltd","US Dollar",NA,"FOUSA06B04","Alternative","HF Emerging Markets Long/Short Equity",NA,"Emerging Market Equity-o","United States","Exempted Limited Partnership","Senturion Assets, LLC",NA,1998-08-01,2010-07-27,0,NA,"[1998-08-01 -- 2010-07-27] Kai Jiang",NA,NA,"S&P 500 PR",2009-12-31,1.4e+07,NA,NA,NA,2006-12-31,300,NA,NA,NA,12,3e+06,"Monetary","Yes",NA,2,2,22.5,NA,3,0,"Yes",NA
"191","ChipInvestor Partners, LP","US Dollar",NA,"FOUSA09F2Y","Alternative","HF U.S. Long/Short Equity",NA,"ChipInvestor Partners-o","United States","Partnership (3C1)","ChipInvestor Partners, LP",NA,2006-09-05,2011-01-21,0,NA,NA,NA,NA,NA,2010-06-30,1096000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Monetary",NA,NA,1,NA,20,NA,NA,NA,"Yes",NA
"192","Cimarron Vista","US Dollar",NA,"F00000H0OL","Alternative","HF Fund of Funds - Equity",NA,"Multi-Manager L/S Equity","United States","Partnership (3C7)","1207 Capital Group, LLC","1207 Capital Group",2006-10-02,NA,1,"Mark Jernigan","[2006-10-02 -- ] Mark Jernigan",13.92,13.92,"HFRI FOF Diversified USD",2015-11-30,1e+07,2020-01-31,7e+06,NA,NA,NA,NA,NA,2006-10-02,12,5e+05,"Monetary",NA,NA,2,NA,10,NA,0,NA,"Yes",NA
"193","KENMARE FUND I, L.P.","US Dollar",NA,"FOUSA05L6M","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C7)","Kenmare Capital Partners LLC",NA,1996-01-01,2014-10-30,0,NA,"[1996-01-01 -- 2014-10-30] Mark McGrath",NA,NA,"S&P 500 TR USD",2014-04-30,275479000,NA,NA,2006-12-31,2006-12-31,50,NA,NA,NA,12,1e+06,"Monetary","Yes",0,1,1,20,NA,0,NA,"No",NA
"194","CIRRUS CAPITAL PARTNERS LP","US Dollar",NA,"FOUSA09JJ4","Alternative","HF U.S. Long/Short Equity",NA,"Equity Long/Short-o","United States","Partnership (3C7)","Cirrus Capital","Cirrus Capital",2003-10-10,2017-02-28,0,NA,"[2003-10-10 -- 2017-02-28] Timothy Tonn",NA,NA,"S&P 500 Composite PR USD",2015-06-30,6400000,NA,NA,2009-12-31,NA,NA,NA,NA,NA,1,250000,"Monetary",NA,NA,2,NA,20,NA,NA,NA,"Yes",NA
"195","La Jolla Partners LP","US Dollar",NA,"FHUSA04DU0","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","Wall Street Associates, LLC.",NA,1990-07-02,2014-04-01,0,NA,"[1999-05-24 -- 2014-04-01] Paul K. LeCoq",NA,NA,"S&P 500 TR USD",2014-03-31,15832163,NA,NA,2013-12-31,2013-12-31,36.13,NA,NA,NA,12,5e+05,"Monetary","Yes",0,1,1,20,NA,NA,0,"Yes",NA
"196","Clay Capital Fund, LP","US Dollar",NA,"FOUSA06VJ9","Alternative","HF U.S. Long/Short Equity",NA,"Clay Capital Fund-o","United States","Open Ended Investment Company","Clay Capital Management, LLC","Clay Capital",2007-01-03,2011-03-18,0,NA,"[2007-01-03 -- 2011-03-18] James F. Turner",NA,NA,"S&P 500 TR USD",2010-08-31,1.1e+07,NA,NA,2007-12-31,2007-12-31,1200,NA,NA,NA,NA,250000,"Monetary",NA,NA,2,NA,20,NA,NA,NA,"Yes",NA
"197","LACM Macro Discretionary Share Class F","US Dollar",NA,"FOUSA05L6Y","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","British Virgin Islands","Limited Liability Company","Last Atlantis Capital Management LLC",NA,2005-09-01,2011-01-21,0,NA,NA,NA,NA,"S&P 500 TR USD",2010-06-30,57800000,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+06,"Monetary","Yes",0,1,1,10,NA,NA,NA,"Yes",NA
"198","CoCap Energy & Opportunity Fund I, LP","US Dollar",NA,"FOUSA08RGL","Alternative","HF Global Long/Short Equity",NA,"Energy and Natural Resources-o","United States","Partnership (3C1)","Colorado Capital Advisors, LLC",NA,2007-08-07,2011-04-29,0,NA,"[2007-08-07 -- 2011-04-29] Kevin D. Andrus;[2007-08-07 -- 2011-04-29] Christopher D. Sheehan;",NA,NA,NA,2011-03-31,3700000,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+06,"Monetary",NA,NA,1.5,NA,20,NA,NA,NA,"Yes",NA
"199","LIM China Index Limited B","US Dollar",NA,"FHUSA04BAI","Equity","HF Emerging Markets Long-Only Equity",NA,"Emerging Markets Equity - China Index-o","British Virgin Islands","Corporation","LIM Advisors Limited","LIM Advisors",1997-12-31,2011-08-31,0,NA,NA,NA,NA,"S&P 500 TR USD",2011-05-31,14400000,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+05,"Monetary","No",0,1,1,0,NA,NA,NA,"No",NA
"200","Cognios Pure Alpha Fund, LP","US Dollar",NA,"FOUSA08S9H","Alternative","HF U.S. Long/Short Equity","Cognios offers both quantitative value and quantitative growth investment strategies. Our proprietary ROTA-ROME® investment philosophy and our approach to earnings + price acceleration are unique to Cognios as well as the associated quantitative methodologies that support them. Risk management processes are implemented through each stage of a strategy’s design and execution. 
All of Cognios’ investment strategies share a common investment approach:

1) Investment activities are data driven to minimize the impact of heuristics and biases that are inherent in human judgment and potentially detrimental to investment returns.
2) Investment strategies utilize a quantitative portfolio construction process that systematically identifies companies for the portfolio based on each strategy’s stated investment policy and objective. 
3) All strategies employ a bottom-up selection process and are built around valuation and/or growth factors that research, our own as well as academic & institutional, have shown result in outperformance over time.","Long/Short Equity Market Ntrl-o","United States","Partnership (3C1)","Cognios Capital, LLC","Cognios",2008-10-01,2014-04-30,0,NA,"[2008-10-01 -- 2014-04-30] Jonathan C. Angrist;[2008-10-01 -- 2014-04-30] Brian J. Machtley;",NA,NA,NA,NA,NA,NA,NA,2008-12-31,NA,NA,NA,NA,NA,NA,1e+06,"Monetary",NA,NA,0.25,NA,10,NA,NA,NA,"Yes",NA
